"","day","temp","dewp","num_collisions"
"1321",1,86.9,74.8,-0.155197027554596
"1322",2,87.8,71.5,-1.15230831183953
"1323",3,82.6,69.1,0.155730147114899
"1324",4,82.5,72.4,0.16645177382764
"1325",5,80.8,68.8,0.316554547806016
"1326",6,78.8,65.1,0.069957133412969
"1327",7,80,66.7,0.841914256730335
"1328",1,76.7,69.1,-0.530453962500537
"1329",2,78,70.2,-1.2488029522542
"1330",3,73.7,60.4,0.434492441646169
"1331",4,71.2,50.4,0.0914003868384514
"1332",5,76.9,58.6,0.069957133412969
"1333",6,77.8,64.2,0.327276174518758
"1334",7,82.4,68.3,1.36727396565465
"1335",1,80.2,59.2,-0.047980760427184
"1336",2,78.5,61.9,-0.744886496755361
"1337",3,80.6,62.4,0.477378948497134
"1338",4,77,58.7,-0.0694240138526664
"1339",5,78.9,66.3,0.34871942794424
"1340",6,73.9,67.8,0.498822201922617
"1341",7,72.6,56.7,0.734697989602923
"1342",1,71.2,56.8,-1.39890572623257
"1343",2,70.8,54.2,-1.74199778104029
"1344",3,72.8,52.1,-2.24591423653913
"1345",4,76.7,59,-0.0265375070017016
"1346",5,76,65.7,0.209338280678604
"1347",6,78.2,68.1,0.949130523857746
"1348",7,85,69.2,0.927687270432264
"1349",1,81.1,72.9,-0.326743054958455
"1350",2,79.4,62.9,-0.970040657722926
"1351",3,69.5,49.6,0.209338280678604
"1352",4,70.8,58.1,1.6138713800477
"1353",5,75.7,60.4,1.6138713800477
"1354",6,68,49.4,1.37799559236739
"1355",7,66.2,52.8,1.62459300676044
"1356",1,67.1,56.2,0.187895027253122
"1357",2,74.3,66.4,-1.00220553786115
"1358",3,72.7,69.2,0.552430335486322
"1359",4,72.9,66.4,-0.10158889399089
"1360",5,75.3,58.7,-0.0801456405654076
"1361",6,74.2,51.3,0.337997801231499
"1362",7,74,54.7,1.96768506156816
"1363",1,65.8,52.5,-0.176640280980078
"1364",2,61.3,39.7,-0.605505349489726
"1365",3,63.1,44.4,-0.0587023871399252
"1366",4,68.1,58.4,0.327276174518758
"1367",5,64.4,57.8,0.0914003868384514
"1368",6,60.6,53,-0.047980760427184
"1370",1,58.4,54.3,-0.509010709075055
"1371",2,59.6,55.2,-1.52756524678547
"1372",3,64.6,57.1,-1.4846787399345
"1373",4,64.5,54.7,-1.13086505841404
"1374",5,60,47.8,0.71325473617744
"1375",6,62.1,52.1,1.45304697935658
"1376",7,63.4,53.2,1.34583071222917
"1377",1,63,58.5,0.0485138799874867
"1378",2,58,52.8,-1.59189500706192
"1379",3,54.3,34.1,-0.959319031010185
"1380",4,53.4,38,1.18500631153805
"1381",5,57.9,48.8,-1.39890572623257
"1382",6,60.1,54.1,1.37799559236739
"1383",7,54.4,38.1,1.48521185949481
"1384",1,54,39.7,0.134286893689416
"1385",2,59.6,50.2,-1.34529759266887
"1386",3,69.4,58,-0.46612420222409
"1387",4,73.1,60.8,-0.412516068660384
"1388",5,74.8,60.2,0.509543828635358
"1389",6,66.6,53.7,0.359441054656981
"1391",1,53.4,47.9,0.00562737313652191
"1392",2,52.4,32.8,-1.01292716457389
"1393",3,56.1,40.1,-0.594783722776985
"1394",4,48.6,30.5,-0.669835109766173
"1395",5,44.2,24.9,0.831192630017593
"1396",6,44.2,32.8,2.17139596911024
"1397",7,47.8,39.3,1.81758228758978
"1398",1,49.2,35.5,-0.155197027554596
"1399",2,65.4,54,-0.766329750180844
"1400",3,50.7,37.2,0.284389667667793
"1401",4,48.9,37.2,1.10995492454886
"1402",5,59.7,48.9,0.391605934795205
"1403",6,65.3,54.3,0.648924975900993
"1404",7,56.2,37.3,1.59242812662222
"1405",1,52,33.6,-0.0265375070017016
"1406",2,54.4,37.1,-1.03437041799937
"1407",3,46.6,27.3,0.756141243028405
"1408",4,52,30.6,-0.0908672672781488
"1409",5,56.4,41,-0.937875777584703
"1410",6,48.5,32.7,0.831192630017593
"1411",7,53.4,31.4,0.391605934795205
"1412",1,42.9,19.7,-0.273134921394749
"1413",2,49,23.6,-1.18447319197775
"1414",3,53.6,20.8,0.423770814933428
"1415",4,51.4,40,1.20644956496353
"1416",5,51.6,38.2,0.820471003304852
"1417",6,54.3,38.6,0.841914256730335
"1418",7,52.5,37.4,1.58170649990948
"1419",1,55.2,41.8,0.681089856039217
"1420",2,41.2,31.7,-1.0665352981376
"1421",3,38.2,18.4,0.595316842337287
"1422",4,38.4,18.8,1.46376860606932
"1423",5,38.8,21.8,1.91407692800445
"1424",6,43.2,31.2,-2.14941959612446
"1425",7,48.6,42.6,-1.85993567488044
"1426",1,47.7,38.8,-1.77416266117852
"1427",2,43.5,29.9,-1.74199778104029
"1428",3,44.3,28.9,0.198616653965863
"1429",4,54.2,47.7,1.32438745880369
"1430",5,55.8,53,1.08851167112338
"1431",6,51.4,42.6,1.13139817797435
"1432",7,44.7,27.4,0.659646602613734
"1433",1,44.3,26.5,-0.391072815234902
"1434",2,42.2,22.7,-1.57045175363643
"1435",3,42.8,31.6,1.74253090060059
"1436",4,42.7,29.8,0.884800763581299
"1437",5,41.3,36.9,0.0914003868384514
"1438",6,42.2,30.8,0.069957133412969
"1439",7,36,11.9,0.777584496453887
"1440",1,31.5,15.4,-0.787773003606326
"1441",2,30.8,16.9,-1.14158668512679
"1442",3,38.8,34.9,0.391605934795205
"1443",4,39.6,24.8,0.0163489998492631
"1444",5,39.4,22.8,0.648924975900993
"1445",6,27.7,2,1.29222257866546
"1446",7,20.7,2.8,1.75325252731334
"1447",1,29.9,22.2,-0.0587023871399252
"1448",2,45.5,41.8,-1.15230831183953
"1449",3,28.4,8.7,1.00273865742145
"1450",4,25.8,7.3,0.970573777283229
"1451",5,34.3,16.3,0.509543828635358
"1452",6,41.6,22.7,0.766862869741146
"1453",7,41.8,24.2,0.681089856039217
"1454",1,42.1,32.2,-0.798494630319067
"1455",2,43.9,30.6,-2.82488207902715
"1456",3,37.5,26,-2.51395490435766
"1457",4,54.7,45.1,-0.637670229627949
"1458",5,39.7,24.4,-0.884267644020997
"1459",6,38.9,29.4,-0.927154150871961
"1460",7,37.3,25.2,-0.487567455649573
"1461",1,36.4,19.7,-1.75271940775303
"1462",2,44.8,22.9,-1.51849353185237
"1463",3,39.3,28.9,-1.89832321585426
"1464",4,40.1,39.3,0.317349940823429
"1465",5,44.6,37.3,-0.410656953513525
"1466",6,31.4,9.3,-0.81158828662663
"1467",7,30.2,16,-0.305148707957445
"1469",2,20.1,7.2,-2.3520086717454
"1470",3,18.6,3.1,0.422858186379509
"1471",4,27.7,15.3,-0.336801181624269
"1472",5,45.8,37.8,0.000825204155187789
"1473",6,55.6,48.4,0.180189221600524
"1474",7,51.4,35.8,-0.262945409735013
"1475",1,31.1,16.4,-1.41298528629629
"1476",2,33,23.8,-1.46573940907433
"1477",3,35,20,-1.60290012829723
"1478",4,40,30.4,0.296248291712213
"1479",5,39.2,37.7,-0.843240760293454
"1480",6,42.1,35,-0.199640462401365
"1481",7,41.9,33,-0.252394585179405
"1482",1,42.9,41,-1.62400177740845
"1483",2,44.5,43.6,-2.29925454896736
"1484",3,41.2,35.4,0.401756537268293
"1485",4,36.2,35.1,-0.684978391959334
"1486",5,40.5,30.4,-0.558368497292038
"1487",6,49.2,34.4,-0.695529216514942
"1488",7,41.8,24.6,-0.484512725402781
"1489",1,36.6,20.9,-1.34968033896264
"1490",2,38.4,18.6,-2.11989053152203
"1491",3,34.6,13.9,-0.885444058515886
"1492",4,29.3,15.8,-0.611122620070078
"1493",5,39.6,26.6,-0.579470146403254
"1494",6,39.5,22.2,-0.452860251735957
"1495",7,30.6,11,-0.210191286956973
"1496",1,27.6,5.2,-0.927647356738318
"1497",2,35.2,13.9,-2.10933970696642
"1498",3,41.6,20.4,-0.642775093736902
"1499",4,39.3,34.9,-0.0308272695116363
"1500",5,45.9,39.9,0.465061484601941
"1501",6,33.3,23.6,-1.28637539162899
"1502",7,24.2,6.2,0.834340344048222
"1503",1,37.3,21.5,-1.24417209340656
"1504",2,34.7,28.7,-2.00383146141034
"1505",3,35.2,24.7,0.137985923378092
"1506",4,32.6,18.8,0.623323852936061
"1507",5,40.3,29.5,-0.273496234290621
"1508",6,33.6,19.1,0.243494168934172
"1509",7,32.1,14.1,0.538917256491197
"1510",1,45.7,21.7,-0.621673444625686
"1511",2,59.9,32.1,-2.01438228596595
"1512",3,50.5,25.4,-2.11989053152203
"1513",4,40.8,18.8,-1.53959518096358
"1514",5,47.2,35.4,-1.60290012829723
"1515",6,53,44.9,-0.505614374513997
"1516",7,62.7,51.6,0.296248291712213
"1517",1,57.3,53.5,-0.590020970958862
"1518",2,41.5,24.8,-1.76116249663135
"1519",3,42.2,19.2,-0.938198181293926
"1520",4,51.1,37.4,-0.400106128957917
"1521",5,58.6,53.5,-0.611122620070078
"1522",6,52,28.1,0.25404499348978
"1523",7,34.5,8.9,1.22472085260572
"1524",1,25.1,1.8,-0.980401479516359
"1525",2,22.8,-8.1,-1.47629023362994
"1526",3,33.5,5.8,-0.1152338659565
"1527",4,45.6,37.1,0.085231800600052
"1528",5,54.2,36.7,-0.210191286956973
"1529",6,55.5,16.8,0.380654888157077
"1530",7,39.2,23.9,-0.178538813290149
"1531",1,23.2,4,-0.853791584849062
"1532",2,23.8,3.3,-1.19141797062852
"1533",3,26,3.9,1.7206096067193
"1534",4,29.6,24.9,-2.68963505752486
"1535",5,23.2,9.4,0.222392519822956
"1536",6,29.7,9.8,2.21649836083287
"1537",7,36.3,12.6,1.34077992271741
"1538",1,36.3,22.5,-1.31802786529582
"1539",2,38.7,23.9,-0.832689935737846
"1540",3,41.5,13.9,1.27747497538376
"1541",4,48.5,24.2,0.074680976044444
"1542",5,39.7,11.2,-0.125784690512108
"1543",6,30.2,0.9,0.781586221270182
"1544",7,43.3,20.2,0.264595818045388
"1545",1,54.1,36.9,-0.611122620070078
"1546",2,40.3,34.5,-1.824467443965
"1547",3,42.5,40,0.000825204155187789
"1548",4,43.8,42.3,-0.389555304402309
"1549",5,48.4,37,0.454510660046333
"1550",6,44.3,23.1,0.106333449711268
"1551",7,40.4,35.9,1.30912744905058
"1552",1,40.3,35.1,-0.400106128957917
"1553",2,49.8,29.8,-1.21251961973974
"1554",3,55.3,30.8,0.180189221600524
"1555",4,49.1,44.9,-0.326250357068661
"1556",5,51.2,43.5,-0.442309427180349
"1557",6,44.1,41.4,0.887094466826262
"1558",7,47.7,36.8,0.686628800269709
"1559",1,45.9,22.5,-0.0202764449560283
"1560",2,53.2,22.7,-0.927647356738318
"1561",3,62.5,36.3,0.0535793269332279
"1562",4,69.4,47,-1.1597654969617
"1563",5,65.2,51,-0.938198181293926
"1564",6,57.4,32.8,-0.410656953513525
"1565",7,56.4,26.5,-1.20196879518413
"1566",1,56.8,36.6,-1.41298528629629
"1567",2,70.1,54.5,-1.5606968300748
"1568",3,69.3,45.6,-1.48684105818554
"1569",4,57.4,32,-1.19141797062852
"1570",5,48.1,38.3,-0.516165199069605
"1571",6,54.6,47.8,0.0324776778220119
"1572",7,51.4,48,0.644425502047277
"1573",1,51.8,48.4,-0.822139111182238
"1574",2,53.7,37.3,-1.18086714607291
"1575",3,54.2,42,-0.927647356738318
"1576",4,51.8,48.3,0.992602712382342
"1577",5,55.1,53.9,0.0113760287107958
"1578",6,61.4,57.8,0.623323852936061
"1580",1,75.1,57.1,0.338451589934645
"1581",2,62.6,43.9,-1.67675590018649
"1582",3,57.2,49.7,0.106333449711268
"1583",4,69.3,54.1,1.2036192034945
"1584",5,61.4,34.9,0.89764529138187
"1585",6,55,32.3,0.760484572158966
"1586",7,53.7,49.5,1.55179641382957
"1587",1,59.7,55.6,0.591671379269237
"1588",2,52.6,43.1,-1.21251961973974
"1589",3,50.3,32.6,0.09578262515566
"1590",4,53.3,33.1,0.232943344378564
"1591",5,56.9,38,0.412307361823901
"1592",6,53.5,37.1,0.602222203824845
"1593",7,54.1,42.1,1.9843802206095
"1594",1,50.5,46.5,0.570569730158021
"1595",2,52.8,44.6,0.0430285023776199
"1596",3,59.1,41.6,1.05590765971599
"1597",4,66.2,44.1,0.686628800269709
"1598",5,76,53.2,1.30912744905058
"1601",1,63.4,46,-0.178538813290149
"1602",2,59.3,39,-0.1152338659565
"1603",3,56.7,51.8,0.95039941415991
"1604",4,62.2,52.9,0.317349940823429
"1605",5,62.3,50.9,0.127435098822484
"1606",6,57.6,54.2,1.19306837893889
"1607",7,62.1,55.6,1.55179641382957
"1608",1,66.2,54.2,-1.62400177740845
"1609",2,63.8,55.8,-1.63455260196406
"1610",3,58.2,53.1,-2.72128753119168
"1611",4,57.1,53.5,0.190740046156132
"1612",5,63.1,58.6,0.422858186379509
"1613",6,68.4,54.9,0.264595818045388
"1614",7,68,43.2,1.14031425616085
"1615",1,64.3,41.3,0.085231800600052
"1616",2,63.3,45.2,-1.6978575492977
"1617",3,62.5,58.8,0.285697467156604
"1618",4,56.8,54,0.327900765379037
"1619",5,57.8,47.4,0.486163133713157
"1620",6,62,49.5,0.327900765379037
"1621",7,66,46.8,1.48849146649592
"1622",1,75.7,53.2,0.380654888157077
"1623",2,81.3,59.3,0.771035396714574
"1624",3,84,60.8,1.84721950138659
"1625",4,86,62.7,2.11099011527679
"1626",5,77.4,63.3,1.31967827360619
"1627",6,70.1,51.6,1.49904229105153
"1628",7,66.1,59.2,0.296248291712213
"1629",1,68.7,65.5,0.264595818045388
"1630",2,75.9,70.8,-0.379004479846701
"1631",3,79.3,72.1,2.00548186972071
"1632",4,75.3,63,1.94217692238706
"1633",5,77.5,58.3,1.21417002805011
"1634",6,75.8,59.2,2.27980330816652
"1635",7,79.7,70.5,1.7311604312749
"1636",1,77.8,65.9,1.30912744905058
"1637",2,76.1,58,-0.410656953513525
"1638",3,72.4,51,0.422858186379509
"1639",4,70,54.5,1.35133074727301
"1640",5,69.7,49.1,1.0664584842716
"1641",6,74.6,58,1.4568389928291
"1642",7,79.3,64.8,1.24582250171693
"1643",1,79,70.2,-0.357902830735485
"1644",2,77.8,66.8,-0.969850654960751
"1645",3,80.4,62.7,-0.125784690512108
"1646",4,76.7,60.1,-2.16209382974446
"1647",5,76.7,57.7,0.813238694937006
"1648",6,72.9,59.1,-0.189089637845757
"1649",7,72.9,66.5,0.475612309157549
"1650",1,75.7,67.2,-0.463411076291565
"1651",2,75.2,54.9,-1.23362126885095
"1652",3,76.3,57.6,0.401756537268293
"1653",4,78.8,67.9,0.09578262515566
"1654",5,82.3,69.4,0.507264782824373
"1655",6,83,70.7,1.37243239638423
"1656",7,69.7,66.3,0.823789519492614
"1657",1,73.8,65.9,0.211841695267348
"1658",2,76.8,62,-1.20196879518413
"1659",3,78.2,66.8,0.106333449711268
"1660",4,79.6,69.5,0.813238694937006
"1661",5,83.2,68.3,1.24582250171693
"1662",6,85.7,67.8,1.53069476471835
"1663",7,82.5,66.8,1.09811095793842
"1664",1,83.8,65,0.20129087071174
"1665",2,74.6,69.9,-0.790486637515414
"1666",3,69.3,64.4,-0.0941322168452844
"1667",4,65.8,59,-0.357902830735485
"1668",5,69.7,56.9,0.0641301514888359
"1669",6,70.8,62.7,-0.199640462401365
"1670",7,76.8,68.1,0.591671379269237
"1671",1,72.9,56.2,-1.23362126885095
"1672",2,72.4,51.4,-0.241843760623797
"1673",3,76.1,56.5,0.285697467156604
"1674",4,80.2,61.7,0.802687870381398
"1675",5,77.6,67.4,-0.1152338659565
"1676",6,75.2,66.4,0.887094466826262
"1677",7,76.8,67.2,1.36188157182862
"1678",1,74.6,67.6,-0.590020970958862
"1679",2,70.2,52.8,-1.1597654969617
"1680",3,68,59.9,-0.241843760623797
"1681",4,69.4,62.7,0.0219268532664038
"1682",5,74,57.5,0.275146642600996
"1683",6,75.3,60.2,0.222392519822956
"1684",7,74.3,58.5,0.275146642600996
"1685",1,71,65.2,-1.08590972507244
"1686",2,76.1,64.9,-0.695529216514942
"1687",3,75.4,61.8,-0.284047058846229
"1688",4,72.1,68.4,-0.54781767273643
"1689",5,76,66.3,-0.305148707957445
"1690",6,75.7,59.6,0.106333449711268
"1691",7,76.4,72.7,-0.178538813290149
"1692",1,77.9,68.2,0.09578262515566
"1693",2,76.6,60.7,-0.959299830405143
"1694",3,77.9,62.7,-0.0202764449560283
"1695",4,80.6,71.3,0.581120554713629
"1696",5,76.4,62.6,0.000825204155187789
"1697",6,72.9,52,0.0219268532664038
"1698",7,70.5,53.5,0.0430285023776199
"1699",1,70,48.9,-0.621673444625686
"1700",2,69.2,48.7,-1.38133281262946
"1701",3,69,53.4,-0.473961900847173
"1702",4,65.7,57.5,-0.157437164178933
"1703",5,67.1,55.4,0.443959835490725
"1704",6,72.1,57.6,-0.1152338659565
"1705",7,64.3,41.7,0.549468081046805
"1706",1,61.9,45.4,-0.70608004107055
"1707",2,62.1,59.3,-1.1703163215173
"1708",3,69.3,57,-1.02260477773879
"1709",4,75.6,64.4,0.823789519492614
"1710",5,67.8,62.1,-0.220742111512581
"1711",6,64.4,57.2,1.69950795760808
"1712",7,64.9,49.6,1.17196672982768
"1713",1,62,48.3,-0.220742111512581
"1714",2,63.7,49.1,-1.01205395318318
"1715",3,65.4,48.3,1.11921260704964
"1716",4,69,53.5,0.538917256491197
"1717",5,71.4,59.5,1.15086508071646
"1718",6,74,67.3,1.04535683516038
"1719",7,74.2,63.3,2.08988846616558
"1720",1,74.6,67.6,-0.0624797431784604
"1721",2,73.2,66.6,-0.452860251735957
"1722",3,70.7,65.3,0.454510660046333
"1723",4,72.3,65.4,0.338451589934645
"1724",5,74.2,64,-0.484512725402781
"1725",6,75.4,63.1,-0.990952304071967
"1726",7,74.3,54,-0.157437164178933
"1727",1,76.7,52.8,0.0219268532664038
"1728",2,78.5,60.2,-0.442309427180349
"1729",3,78.6,64.4,1.02425518604917
"1730",4,73.8,65.3,0.285697467156604
"1731",5,76,68.1,0.707730449380925
"1732",6,73.9,59.2,1.17196672982768
"1733",7,61.5,43.6,1.35133074727301
"1734",1,60.2,47.8,-0.832689935737846
"1735",2,58.3,44.3,-0.611122620070078
"1736",3,61.4,41.7,1.16141590527207
"1737",4,62.5,49.2,0.612773028380453
"1738",5,64,52,0.865992817715046
"1739",6,71.7,58.2,0.296248291712213
"1740",7,73.3,61.9,0.211841695267348
"1741",1,72.5,64.8,-0.621673444625686
"1742",2,73.9,69.7,-1.13866384785048
"1743",3,73.9,71.5,-0.874893233960278
"1744",4,73.8,63.7,1.4673898173847
"1745",5,69.7,58.7,-0.00972562040042024
"1746",6,60.7,52.3,-0.273496234290621
"1747",7,58.3,48.5,0.306799116267821
"1748",1,65.5,60.6,-0.65332591829251
"1749",2,68.7,62.4,-1.40243446174068
"1750",3,61,48.7,0.127435098822484
"1751",4,49.8,32.2,1.12976343160525
"1752",5,58.5,40.8,1.14031425616085
"1753",6,63.2,44.6,1.44628816827349
"1754",7,64.8,39.1,2.04768516794314
"1755",1,65.5,37.6,-0.484512725402781
"1756",2,66,46.9,-1.06480807596122
"1757",3,66.7,59.7,0.422858186379509
"1758",4,69.7,65.5,0.591671379269237
"1759",5,63.2,53.4,0.20129087071174
"1760",6,56.2,40,0.306799116267821
"1761",7,53.8,36.4,1.37243239638423
"1762",1,60.7,47.4,-0.146886339623325
"1763",2,63.1,61.2,-0.167987988734541
"1764",3,55.6,46.7,2.14264258894362
"1765",4,52,33.2,0.707730449380925
"1766",5,50,33.6,-0.231292936068189
"1767",6,63.4,56.2,1.23527167716133
"1768",7,66.8,57.5,1.55179641382957
"1769",1,51.5,35.5,-0.167987988734541
"1770",2,55,49.9,-1.1597654969617
"1771",3,62.1,58.1,0.560018905602413
"1772",4,46,35.4,0.855441993159438
"1773",5,42.8,36.2,0.349002414490253
"1774",6,46.6,37.2,0.771035396714574
"1775",7,41.3,25,1.00315353693795
"1776",1,29.2,9.1,-0.0624797431784604
"1777",2,37.8,19.3,-0.948749005849534
"1778",3,43.8,33.2,0.73938292304775
"1779",4,41.3,32.1,0.190740046156132
"1780",5,42.7,32,0.887094466826262
"1781",6,51.4,41.6,1.92107527327585
"1782",7,43.6,25,1.95272774694267
"1783",1,42.6,26.4,0.000825204155187789
"1784",2,52.1,40.7,-0.590020970958862
"1785",3,41.5,24.8,1.25637332627254
"1786",4,48,28.3,1.69950795760808
"1787",5,51,40.5,1.53069476471835
"1788",6,36.6,19.2,-1.6873067247421
"1789",7,41.2,21.7,-1.33912951440703
"1790",1,48.7,30.4,-1.824467443965
"1791",2,47.1,29,-1.51849353185237
"1792",3,43.5,24.3,0.0641301514888359
"1793",4,43.3,28.3,0.211841695267348
"1794",5,53.6,36.6,0.760484572158966
"1795",6,43.7,28.8,0.359553239045861
"1796",7,48.8,37.1,1.50959311560714
"1797",1,43.5,29,-0.568919321847646
"1798",2,45.4,36.2,-1.90887404040986
"1799",3,45.1,38.7,0.581120554713629
"1800",4,54.2,46.2,0.79213704582579
"1801",5,49.3,34.5,0.232943344378564
"1802",6,40.8,19.1,0.676077975714101
"1803",7,37.1,18.6,0.560018905602413
"1804",1,33.6,21.9,-0.959299830405143
"1805",2,33,24.5,-1.22307044429534
"1806",3,36.6,21.9,1.01370436149356
"1807",4,43.7,31.9,0.612773028380453
"1808",5,26.9,8.1,0.84489116860383
"1811",1,28.9,19,0.338451589934645
"1812",2,34.7,22.3,-0.86434240940467
"1813",3,38.7,30.3,0.813238694937006
"1814",4,49.5,35.7,0.296248291712213
"1815",5,46,24.3,0.749933747603358
"1816",6,35.6,16.6,1.19306837893889
"1817",7,40,24.1,0.960950238715518
"1818",1,41.3,39.2,-0.674427567403726
"1819",2,40,30.1,-1.6873067247421
"1821",4,26.4,3.1,-0.906545707627102
"1822",5,21.8,1.4,-0.54781767273643
"1823",6,16.2,-3.4,-0.210191286956973
"1824",7,15.4,-0.8,-0.326250357068661
"1825",1,19.7,7.5,-0.674427567403726
"1826",2,20.9,12.3,-1.76116249663135
"1827",3,11.7,-4.6,-1.89631251914704
"1828",4,17.9,2.8,0.224271460723017
"1829",5,21.6,2.1,0.129319939236298
"1830",6,25.7,14.6,-1.78026065955216
"1831",7,14.9,-2.5,0.709579237210692
"1832",1,10.2,-9.4,-0.355987837251377
"1833",2,9.7,-6.6,-1.66420879995728
"1834",3,22.5,7.7,0.920582618292289
"1835",4,35.6,22.3,0.540776532345413
"1836",5,35.1,21,0.572427039507653
"1837",6,44.7,36.7,0.667378560994372
"1838",7,54.5,52.8,0.751779913427011
"1839",1,43.6,36.8,-0.313787161035058
"1840",2,19.2,0.6,-1.46375558792977
"1841",3,21.4,7.9,-1.15780068536145
"1842",4,29.1,22.2,-0.166084794277939
"1843",5,33.6,29.9,-0.229385808602419
"1844",6,24.7,9.2,0.0132680796414189
"1845",7,30.4,13.7,-0.355987837251377
"1846",1,43.3,21.8,-1.08394950198289
"1847",2,46,28.3,-2.26556843603984
"1848",3,45.1,37,-0.777994599414573
"1849",4,46.7,43.4,-1.07339933292881
"1850",5,41.3,24.4,-0.187185132386099
"1851",6,28.2,6.7,-0.324337330089138
"1852",7,30.7,4.8,0.466925348966854
"1853",1,42.6,28.2,-1.29495288306449
"1854",2,51.2,42.8,-2.32886945036432
"1855",3,43.3,28.8,-1.07339933292881
"1856",4,33.1,25.6,-0.566991218332975
"1857",5,24.9,6.8,-0.387638344413617
"1858",6,37.5,21.2,-0.408738682521777
"1859",7,31.9,18.1,-0.166084794277939
"1860",1,21.8,2.6,-1.63255829279504
"1861",2,35.2,20.6,-0.967897642388011
"1862",3,36.6,26,0.772880251535171
"1863",4,31,13.5,-0.925696966171691
"1864",5,32.9,25,0.213721291668937
"1865",6,31,18.2,-0.176634963332019
"1866",7,29.9,14.7,-0.524790542116656
"1867",1,43,37.6,-0.883496289955372
"1868",2,48.3,47.3,-1.62200812374096
"1869",3,48.4,36.6,-0.946797304279851
"1870",4,32.1,12.5,-0.208285470494259
"1871",5,41.1,29.8,0.403624334642375
"1872",6,51,44.3,0.129319939236298
"1873",7,55.3,49.2,-0.535340711170735
"1874",1,34.5,18.7,-0.303236991980978
"1875",2,37.2,27.4,-1.69585930711952
"1876",3,42.5,31.4,-2.08621556212048
"1877",4,54.4,50.1,-1.03119865671249
"1878",5,65.9,56.8,-0.334887499143218
"1879",6,48.7,39,-0.872946120901292
"1880",7,37.6,34.1,-0.894046459009452
"1881",1,46.1,40.5,-0.978447811442091
"1882",2,42.4,39.8,-1.94906336441744
"1883",3,45.7,34.8,-0.799094937522733
"1884",4,46.5,21,-0.0183824275208208
"1885",5,49.7,28.3,0.224271460723017
"1886",6,55.6,37.8,-0.14498445616978
"1888",1,40.3,28,-0.250486146710578
"1889",2,40.8,25.4,-1.85411184293072
"1890",3,37,21.5,-0.176634963332019
"1891",4,38.6,24.1,0.456375179912774
"1892",5,35.6,31.7,-1.22110169968593
"1893",6,35.7,28,0.00271791058733898
"1894",7,35.3,21.7,1.24763785896877
"1895",1,35.7,19.9,-0.693593246981934
"1896",2,37.7,18.8,-1.76971049049808
"1897",3,37.8,24.4,0.488025687075014
"1898",4,35.8,29.6,-0.577541387387055
"1899",5,34.8,19.7,0.203171122614857
"1900",6,36.8,20.5,0.593527377615813
"1901",7,35.9,20.3,1.26873819707693
"1902",1,35.6,11.7,-0.746344092252333
"1903",2,36.2,5.8,-1.12615017819921
"1904",3,39.4,10.8,0.561876870453573
"1905",4,35,8.8,-0.377088175359537
"1906",5,34.6,24.9,-1.64310846184912
"1907",6,37.7,26.9,1.34258938045549
"1908",7,41.6,20.8,1.04718464694125
"1909",1,42,18.7,-0.872946120901292
"1910",2,39.5,21.7,-1.49540609509201
"1911",3,40.6,20.3,0.815080927751491
"1912",4,39.8,21.8,-0.0605831037371404
"1913",5,43.9,33.7,-0.0394827656289806
"1914",6,50.8,44.8,-0.208285470494259
"1915",7,52.5,46.3,-0.556441049278895
"1916",1,46.6,21.5,-0.461489527792176
"1917",2,51.1,27.8,-2.46602164806736
"1918",3,39.4,25.8,-0.746344092252333
"1919",4,40.6,34.1,-0.862395951847212
"1920",5,46.7,39,-0.830745444684972
"1921",6,40.2,13.9,-1.07339933292881
"1922",7,44.8,25,-1.24220203779409
"1923",1,45.7,23.7,-1.53760677130833
"1924",2,38.6,13.9,-1.73805998333584
"1925",3,38,15.2,-0.0816834418453001
"1926",4,42.9,28.2,0.371973827480135
"1927",5,44.2,20.3,-0.218835639548339
"1928",6,51.5,33.2,-0.239935977656499
"1929",7,67.3,41.9,1.28983853518509
"1930",1,67.9,48.3,-0.09223361089938
"1931",2,42.8,33.6,-1.29495288306449
"1932",3,45.5,42,1.14213616842797
"1933",4,44.6,30.7,-0.345437668197297
"1934",5,43.9,26,0.308672813155656
"1935",6,45,33.7,0.772880251535171
"1936",7,42,22.8,0.783430420589251
"1937",1,48.3,22.2,-0.514240373062576
"1938",2,54.5,17.7,-0.683043077927854
"1939",3,54.7,27.8,0.445825010858694
"1940",4,55.6,38.4,0.403624334642375
"1941",5,56.3,53.3,-0.0711332727912203
"1942",6,59.7,47.6,1.01553413977901
"1943",7,55.7,44.6,0.604077546669893
"1944",1,56.4,48.6,-0.303236991980978
"1945",2,52.7,41.6,-1.34770372833489
"1946",3,48,31.6,0.245371798831176
"1947",4,61.1,31,0.84673143491373
"1948",5,77,34.6,1.68019479018604
"1949",6,80.9,48.8,1.65909445207788
"1950",7,76.3,63.2,0.952233125454529
"1951",1,70.6,42.8,-0.324337330089138
"1952",2,63.8,47.2,-1.45320541887569
"1953",3,62.5,49.3,0.656828391940292
"1954",4,61.7,48.3,1.08938532315757
"1955",5,63,46.8,0.82563109680557
"1956",6,59.4,51.9,0.319222982209736
"1957",7,64.2,44.9,1.81734698788908
"1958",1,58,45.8,-0.324337330089138
"1959",2,52.9,49.8,-1.09449967103697
"1960",3,58,53.2,0.593527377615813
"1961",4,69.5,61.8,1.53249242342892
