dateof,year,month,latitude,longitude
2016-11-01,2016,11,40.759865,-73.98234
2016-11-01,2016,11,40.75379,-73.91548
2016-11-01,2016,11,40.884857,-73.87848
2016-11-01,2016,11,40.748653,-73.937126
2016-11-01,2016,11,40.707653,-73.93984
2016-11-01,2016,11,40.7712,-73.83345
2016-11-01,2016,11,40.739674,-73.934586
2016-11-01,2016,11,40.679867,-73.889336
2016-11-01,2016,11,40.73032,-73.74419
2016-11-01,2016,11,40.67079,-73.903275
2016-11-01,2016,11,40.732254,-73.99636
2016-11-01,2016,11,40.69748,-73.96479
2016-11-01,2016,11,40.728493,-74.005325
2016-11-01,2016,11,40.69168,-73.999344
2016-11-01,2016,11,40.58478,-73.962555
2016-11-01,2016,11,40.741394,-73.82303
2016-11-01,2016,11,40.862064,-73.89484
2016-11-01,2016,11,40.870796,-73.9039
2016-11-01,2016,11,40.56534,-74.11494
2016-11-01,2016,11,40.645103,-73.97048
2016-11-01,2016,11,40.843304,-73.91919
2016-11-01,2016,11,40.75645,-73.97032
2016-11-01,2016,11,40.63346,-74.076546
2016-11-01,2016,11,40.865795,-73.920006
2016-11-01,2016,11,40.79913,-73.96667
2016-11-01,2016,11,40.861744,-73.911804
2016-11-01,2016,11,40.712616,-73.96951
2016-11-01,2016,11,40.824036,-73.87362
2016-11-01,2016,11,40.768982,-73.91064
2016-11-01,2016,11,40.82113,-73.92565
2016-11-01,2016,11,40.7171,-73.9986
2016-11-01,2016,11,40.679054,-73.90422
2016-11-01,2016,11,40.670166,-73.914795
2016-11-01,2016,11,40.895744,-73.852394
2016-11-01,2016,11,40.81073,-73.94072
2016-11-01,2016,11,40.65641,-73.90638
2016-11-01,2016,11,40.747917,-73.9736
2016-11-01,2016,11,40.693798,-73.81156
2016-11-01,2016,11,40.696033,-73.98453
2016-11-01,2016,11,40.766273,-73.740074
2016-11-01,2016,11,40.570465,-74.10977
2016-11-01,2016,11,40.658577,-73.89063
2016-11-01,2016,11,40.708294,-73.7385
2016-11-01,2016,11,40.729553,-73.91188
2016-11-01,2016,11,40.64193,-73.95841
2016-11-01,2016,11,40.664375,-73.92376
2016-11-01,2016,11,40.708763,-73.998116
2016-11-01,2016,11,40.70738,-73.91849
2016-11-01,2016,11,40.769928,-73.98258
2016-11-01,2016,11,40.722576,-73.94049
2016-11-01,2016,11,40.69137,-73.85414
2016-11-01,2016,11,40.581062,-74.00072
2016-11-01,2016,11,40.602947,-73.89932
2016-11-01,2016,11,40.665836,-73.942535
2016-11-01,2016,11,40.66584,-73.75551
2016-11-01,2016,11,40.582752,-73.98633
2016-11-01,2016,11,40.617897,-74.02931
2016-11-01,2016,11,40.659336,-73.92726
2016-11-01,2016,11,40.67287,-73.97092
2016-11-01,2016,11,40.8396,-73.929474
2016-11-01,2016,11,40.714756,-74.009285
2016-11-01,2016,11,40.730457,-73.94437
2016-11-01,2016,11,40.634357,-74.01075
2016-11-01,2016,11,40.67853,-73.84609
2016-11-01,2016,11,40.706085,-73.8085
2016-11-01,2016,11,40.72277,-73.83625
2016-11-01,2016,11,40.81792,-73.90532
2016-11-01,2016,11,40.789684,-73.94815
2016-11-01,2016,11,40.75413,-73.809555
2016-11-01,2016,11,40.707825,-73.99918
2016-11-01,2016,11,40.8654,-73.88351
2016-11-01,2016,11,40.763424,-73.83016
2016-11-01,2016,11,40.71197,-73.96104
2016-11-01,2016,11,40.69432,-73.77785
2016-11-01,2016,11,40.601734,-73.935036
2016-11-01,2016,11,40.591755,-73.9083
2016-11-01,2016,11,40.63665,-73.96805
2016-11-01,2016,11,40.746883,-73.76348
2016-11-01,2016,11,40.608166,-74.15281
2016-11-01,2016,11,40.629845,-74.12362
2016-11-01,2016,11,40.762215,-73.82746
2016-11-01,2016,11,40.6458,-73.89905
2016-11-01,2016,11,40.74954,-73.97744
2016-11-01,2016,11,40.83887,-73.87811
2016-11-01,2016,11,40.678787,-73.952805
2016-11-01,2016,11,40.673008,-73.78809
2016-11-01,2016,11,40.607685,-74.13892
2016-11-01,2016,11,40.855785,-73.90558
2016-11-01,2016,11,40.786423,-73.97807
2016-11-01,2016,11,40.83609,-73.87039
2016-11-01,2016,11,40.75426,-73.74334
2016-11-01,2016,11,40.755356,-73.977425
2016-11-01,2016,11,40.841988,-73.84392
2016-11-01,2016,11,40.67991,-73.95433
2016-11-01,2016,11,40.742767,-73.933014
2016-11-01,2016,11,40.687534,-73.85966
2016-11-01,2016,11,40.715008,-73.81801
2016-11-01,2016,11,40.720238,-73.98256
2016-11-01,2016,11,40.71137,-74.00862
2016-11-01,2016,11,40.840225,-73.91769
2016-11-01,2016,11,40.787243,-73.81123
2016-11-01,2016,11,40.85937,-73.9068
2016-11-01,2016,11,40.868282,-73.90107
2016-11-01,2016,11,40.848392,-73.937675
2016-11-01,2016,11,40.71951,-73.98214
2016-11-01,2016,11,40.75648,-73.82871
2016-11-01,2016,11,40.79537,-73.921974
2016-11-01,2016,11,40.725487,-73.94868
2016-11-01,2016,11,40.87883,-73.837395
2016-11-01,2016,11,40.723698,-74.00792
2016-11-01,2016,11,40.73709,-73.99703
2016-11-01,2016,11,40.753307,-73.827385
2016-11-01,2016,11,40.68191,-74.00504
2016-11-01,2016,11,40.681637,-73.99392
2016-11-01,2016,11,40.750492,-73.97172
2016-11-01,2016,11,40.777973,-73.98216
2016-11-01,2016,11,40.649715,-73.9513
2016-11-01,2016,11,40.57953,-74.07833
2016-11-01,2016,11,40.672527,-73.95026
2016-11-01,2016,11,40.67921,-73.91375
2016-11-01,2016,11,40.750256,-73.938644
2016-11-01,2016,11,40.665146,-73.902176
2016-11-01,2016,11,40.688614,-73.999435
2016-11-01,2016,11,40.70911,-73.93707
2016-11-01,2016,11,40.63258,-74.021385
2016-11-01,2016,11,40.64254,-73.87652
2016-11-01,2016,11,40.850304,-73.85137
2016-11-01,2016,11,40.817543,-73.95694
2016-11-01,2016,11,40.638786,-73.94538
2016-11-01,2016,11,40.81488,-73.92886
2016-11-01,2016,11,40.78029,-73.94386
2016-11-01,2016,11,40.69065,-73.90338
2016-11-01,2016,11,40.638878,-74.00605
2016-11-01,2016,11,40.859257,-73.93417
2016-11-01,2016,11,40.77948,-73.913605
2016-11-01,2016,11,40.733536,-73.87035
2016-11-01,2016,11,40.729256,-73.78104
2016-11-01,2016,11,40.70191,-73.93699
2016-11-01,2016,11,40.69532,-73.94977
2016-11-01,2016,11,40.76465,-73.823494
2016-11-01,2016,11,40.686817,-73.94532
2016-11-01,2016,11,40.634354,-73.97891
2016-11-01,2016,11,40.634045,-74.08828
2016-11-01,2016,11,40.865482,-73.858536
2016-11-01,2016,11,40.67591,-73.89492
2016-11-01,2016,11,40.665062,-73.77844
2016-11-01,2016,11,40.810287,-73.90172
2016-11-01,2016,11,40.837997,-73.921036
2016-11-01,2016,11,40.62782,-74.12126
2016-11-01,2016,11,40.85409,-73.894066
2016-11-01,2016,11,40.69749,-73.93262
2016-11-01,2016,11,40.820965,-73.939575
2016-11-01,2016,11,40.655495,-73.88833
2016-11-01,2016,11,40.781666,-73.986694
2016-11-01,2016,11,40.76025,-73.969635
2016-11-01,2016,11,40.758305,-73.85561
2016-11-01,2016,11,40.844276,-73.92535
2016-11-01,2016,11,40.834007,-73.84099
2016-11-01,2016,11,40.58207,-73.950066
2016-11-01,2016,11,40.79024,-73.97315
2016-11-01,2016,11,40.631634,-73.89749
2016-11-01,2016,11,40.76285,-73.967735
2016-11-01,2016,11,40.721302,-73.93629
2016-11-01,2016,11,40.753914,-73.80674
2016-11-01,2016,11,40.70918,-73.81916
2016-11-01,2016,11,40.84181,-73.90424
2016-11-01,2016,11,40.747383,-73.95157
2016-11-01,2016,11,40.712616,-73.96951
2016-11-01,2016,11,40.704414,-73.95191
2016-11-01,2016,11,40.657818,-74.004196
2016-11-01,2016,11,40.675747,-73.79157
2016-11-01,2016,11,40.64076,-74.009186
2016-11-01,2016,11,40.884396,-73.87998
2016-11-01,2016,11,40.636833,-74.11855
2016-11-01,2016,11,40.733944,-73.996735
2016-11-01,2016,11,40.759686,-73.77183
2016-11-01,2016,11,40.69802,-73.97499
2016-11-01,2016,11,40.66675,-73.779945
2016-11-01,2016,11,40.761166,-73.82938
2016-11-01,2016,11,40.689392,-73.757034
2016-11-01,2016,11,40.63038,-73.95851
2016-11-01,2016,11,40.694542,-73.80981
2016-11-01,2016,11,40.66545,-73.88939
2016-11-01,2016,11,40.685383,-73.96831
2016-11-01,2016,11,40.685806,-73.773155
2016-11-01,2016,11,40.725273,-73.89286
2016-11-01,2016,11,40.801765,-73.93723
2016-11-01,2016,11,40.69542,-73.95445
2016-11-01,2016,11,40.686096,-73.99637
2016-11-01,2016,11,40.74608,-73.974945
2016-11-01,2016,11,40.644455,-74.0183
2016-11-01,2016,11,40.726185,-73.98943
2016-11-01,2016,11,40.65993,-73.891655
2016-11-01,2016,11,40.62646,-74.009964
2016-11-01,2016,11,40.71994,-73.9459
2016-11-01,2016,11,40.75333,-73.70682
2016-11-01,2016,11,40.78318,-73.94362
2016-11-01,2016,11,40.712727,-73.72899
2016-11-01,2016,11,40.73479,-73.72016
2016-11-01,2016,11,40.66696,-73.77078
2016-11-01,2016,11,40.706306,-73.919586
2016-11-01,2016,11,40.709805,-73.76882
2016-11-01,2016,11,40.638363,-73.900116
2016-11-01,2016,11,40.642113,-74.07821
2016-11-01,2016,11,40.885994,-73.901344
2016-11-01,2016,11,40.762062,-73.983635
2016-11-01,2016,11,40.669548,-73.911674
2016-11-01,2016,11,40.779495,-73.9535
2016-11-01,2016,11,40.74804,-73.819626
2016-11-01,2016,11,40.642048,-74.07533
2016-11-01,2016,11,40.84809,-73.856285
