dateof,year,month,latitude,longitude
2016-06-01,2016,6,40.634243,-74.00905
2016-06-01,2016,6,40.7183,-73.95007
2016-06-01,2016,6,40.739166,-73.99705
2016-06-01,2016,6,40.669197,-73.87767
2016-06-01,2016,6,40.757908,-73.9893
2016-06-01,2016,6,40.640278,-73.955414
2016-06-01,2016,6,40.850777,-73.8562
2016-06-01,2016,6,40.597195,-74.00392
2016-06-01,2016,6,40.68468,-74.001335
2016-06-01,2016,6,40.797337,-73.96244
2016-06-01,2016,6,40.588264,-73.96042
2016-06-01,2016,6,40.640766,-73.951416
2016-06-01,2016,6,40.654312,-73.90974
2016-06-01,2016,6,40.73345,-73.72637
2016-06-01,2016,6,40.55936,-74.169525
2016-06-01,2016,6,40.60186,-74.11778
2016-06-01,2016,6,40.66917,-73.98631
2016-06-01,2016,6,40.674973,-74.00044
2016-06-01,2016,6,40.677925,-73.98852
2016-06-01,2016,6,40.736668,-73.997345
2016-06-01,2016,6,40.812386,-73.92469
2016-06-01,2016,6,40.71195,-73.77347
2016-06-01,2016,6,40.71772,-73.737915
2016-06-01,2016,6,40.674397,-73.896515
2016-06-01,2016,6,40.659832,-73.897606
2016-06-01,2016,6,40.805637,-73.9344
2016-06-01,2016,6,40.774994,-73.93428
2016-06-01,2016,6,40.84771,-73.93798
2016-06-01,2016,6,40.666855,-73.80425
2016-06-01,2016,6,40.698036,-73.962845
2016-06-01,2016,6,40.688778,-73.786446
2016-06-01,2016,6,40.888992,-73.8892
2016-06-01,2016,6,40.59626,-73.76773
2016-06-01,2016,6,40.637436,-74.03151
2016-06-01,2016,6,40.78468,-73.80911
2016-06-01,2016,6,40.693626,-73.96406
2016-06-01,2016,6,40.77178,-73.9792
2016-06-01,2016,6,40.760925,-73.99454
2016-06-01,2016,6,40.859352,-73.889786
2016-06-01,2016,6,40.771053,-73.80065
2016-06-01,2016,6,40.677303,-73.804565
2016-06-01,2016,6,40.69576,-73.8105
2016-06-01,2016,6,40.90104,-73.89689
2016-06-01,2016,6,40.688663,-73.97492
2016-06-01,2016,6,40.71455,-73.94411
2016-06-01,2016,6,40.815865,-73.91987
2016-06-01,2016,6,40.68902,-73.98617
2016-06-01,2016,6,40.70992,-73.9623
2016-06-01,2016,6,40.755398,-73.93182
2016-06-01,2016,6,40.622787,-73.9901
2016-06-01,2016,6,40.762276,-73.89132
2016-06-01,2016,6,40.824142,-73.84817
2016-06-01,2016,6,40.807095,-73.945984
2016-06-01,2016,6,40.804344,-73.92158
2016-06-01,2016,6,40.763542,-73.9852
2016-06-01,2016,6,40.65317,-73.866875
2016-06-01,2016,6,40.66499,-73.88139
2016-06-01,2016,6,40.764973,-73.777756
2016-06-01,2016,6,40.66662,-73.835464
