"","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","Fri","Mon","Sat","Sun","Thu","Tue","Wed","year","temp","dewp","num_collisions","slp","visib","wdsp","gust","prcp","sndp","fog"
"32",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,29.3,9.5,0.210635097813942,1010.9,10,8.4,28.9,0.01,999.9,0
"33",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,24.1,6.5,-0.295756437358876,1022.7,10,6.3,19,0,999.9,0
"34",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,26.5,18,-1.4224776031184,1013.2,7.6,2.6,999.9,0.03,999.9,0
"35",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,26.8,10.5,-0.0552204581517875,1012,9.8,6.2,28,0.02,999.9,0
"36",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,29.1,20.3,0.109356790779379,1013.8,6.5,4.7,15,0.01,999.9,0
"37",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,33.3,23.1,0.109356790779379,1017.5,6.5,3.6,20,0.01,999.9,0
"38",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,29.3,6.2,-0.39703474439344,1029.8,10,5,17.1,0,999.9,0
"39",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,32.3,26.2,1.84374779874628,1022.6,5.8,10.2,31.1,0.01,999.9,1
"40",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,28.8,21,-1.95418871504986,1013.9,3.4,8,25.1,1.52,999.9,1
"41",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,25.2,8.5,-1.99216808018782,1028.7,10,3.4,15.9,0.38,999.9,0
"42",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,38.5,32.4,-1.04268395173878,1019.6,5.6,3.2,999.9,0.09,9.8,1
"43",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,41.9,28.8,-0.751508819014413,1009.8,8.8,7.2,22,0.4,9.1,0
"44",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,38.2,22.5,0.15999594429666,1011.2,9.9,3,15,0,3.9,0
"45",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,38.2,26.7,0.932243035435209,1011.6,8.9,3.8,999.9,0.03,999.9,0
"46",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,43,30.7,0.590428749193556,1015,7.8,4.9,15.9,0,999.9,0
"47",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,37.9,28,-1.37183844960112,1012.8,9.6,5.6,19,0.02,999.9,0
"48",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,29,6.6,-1.39715802635976,1006.6,10,9.6,35,0,999.9,0
"49",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,23.4,2,-2.01748765694646,1019.7,10,8.2,28.9,0,999.9,0
"50",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,39.2,22.4,-1.01736437498014,1017.1,9.3,5.8,21,0,999.9,0
"51",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,33.8,16.8,-0.599591358462568,1009.1,10,9.9,28.9,0.15,999.9,0
"52",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,28,9.8,-0.751508819014413,1015.9,10,9.2,26,0,999.9,0
"53",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,30,17.2,-0.333735802496838,1026.7,10,6.4,21,0,999.9,0
"54",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,38,34.3,-0.460333686290042,1020.7,5.3,6.3,22,0,999.9,0
"55",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,39.3,32.4,-1.66301358232549,1009.3,8.1,7.1,24.1,0.27,999.9,0
"56",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,37.5,22.7,-0.852787126048977,1018.1,10,5,22.9,0.01,999.9,0
"57",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,39.9,28.7,-0.257777072220915,1023.4,9.4,5,15.9,0,999.9,0
"58",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,40.2,36.8,-0.0931998232897489,1009,4.2,10.7,32.1,1.26,999.9,0
"59",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,45.2,32.9,-0.510972839807324,1002.1,9.8,3.9,15,0.44,999.9,0
"60",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2013,40,27.4,0.577768960814236,1004.1,10,4.9,15.9,0,999.9,0
"61",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2013,36.7,22.8,-1.0553437401181,1007.3,10,5.9,15.9,0,999.9,0
"62",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2013,32.6,18.7,-0.700869665497131,1006.2,9,6.6,17.1,0,999.9,0
"63",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2013,32.8,16.4,0.501810230538313,1008.3,10,8.6,22.9,0,999.9,0
"64",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2013,37.9,20.6,-0.38437495601412,1014.2,10,7.2,24.1,0,999.9,0
"65",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2013,40.1,29.3,-1.04268395173878,1013.1,10,10.9,40,0,999.9,0
"66",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2013,36.7,28.2,-0.283096648979556,1014.9,8,10.6,31.1,0,999.9,0
"67",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2013,43.7,22.1,0.14733615591734,1023.2,10,5.9,18.1,0.4,2,0
"68",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2013,41.8,28.6,-1.80227125449801,1027.2,10,4.1,999.9,0,2,0
"69",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2013,44.7,38.2,-0.447673897910722,1023.9,9.5,5.5,20,0,999.9,0
"70",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2013,50.3,47.3,-0.13117918842771,1015.2,6.9,6.6,28.9,0.08,999.9,0
"71",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2013,45,29.9,0.995541977331811,1010.4,10,5.8,19,0.71,999.9,0
"72",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2013,35.6,13.6,-0.00458130463450561,1012.1,10,9.2,29.9,0,999.9,0
"73",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2013,36.1,13.5,0.628408114331518,1011.9,10,7.3,26,0,999.9,0
"74",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2013,37.3,24.1,-0.460333686290042,1009.4,7.8,4.7,19,0,999.9,1
"75",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2013,33,20,-1.66301358232549,1017.5,9.8,4.6,19,0.12,999.9,0
"76",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2013,32.1,14.1,0.830964728400645,1026.9,8.6,7.5,21,0,999.9,1
"77",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2013,36,32.2,0.0207382721241353,1010.2,6.5,8.8,28.9,0.81,999.9,0
"78",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2013,38.5,18.9,-0.219797707082954,1010,10,7.2,24.1,0.2,2,0
"79",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2013,35.7,16,-0.624910935221209,1007.2,9.8,4.8,999.9,0,999.9,0
"80",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2013,34,13.9,0.590428749193556,1007.8,10,7.5,22,0,999.9,0
"81",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2013,38.4,17.6,-0.878106702807618,1011,10,8.3,22.9,0,999.9,0
"82",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2013,39.1,18.2,-1.34651887284248,1011.1,10,5.7,18.1,0,999.9,0
"83",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2013,38.3,27.7,-0.751508819014413,1003.1,8.9,6.5,28,0,999.9,0
"84",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2013,42.2,27.3,-1.67567337070481,1005.1,9.7,4.5,15.9,0.17,999.9,0
"85",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2013,43.8,22.7,-1.47311675663568,1011.8,10,4.8,14,0,999.9,0
"86",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2013,43.3,27.8,-0.105859611669069,1015.4,10,4.7,999.9,0,999.9,0
"87",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2013,46.7,26.4,-0.472993474669363,1019.3,10,5.7,21,0,999.9,0
"88",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2013,48,24.5,-0.561611993324606,1019.9,10,3.8,999.9,0,999.9,0
"89",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2013,49.3,29.7,-1.66301358232549,1017,9.7,4.6,21,0,999.9,0
"90",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,49.3,40.8,-0.992044798221502,1005.4,6.8,5.7,27,0.08,999.9,0
"91",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,38,10.9,-1.52375591015296,1014.3,10,8.5,26,0,999.9,0
"92",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,38.4,9.5,-0.321076014117517,1019.7,10,8.9,24.1,0,999.9,0
"93",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,39.9,16.4,0.109356790779379,1025.2,10,6.1,25.1,0,999.9,0
"94",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,49,22.3,0.311913404848506,1012.9,10,4.7,20,0,999.9,0
"95",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,43.1,13.2,-0.333735802496838,1021.4,10,6.2,26,0,999.9,0
"96",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,46.2,31,-1.34651887284248,1022.9,10,5.8,22.9,0,999.9,0
"97",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,59,40.8,0.311913404848506,1016.5,10,4.1,15.9,0,999.9,0
"98",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,65.7,42.7,0.704366844607441,1014.3,9.3,4.3,21,0,999.9,0
"99",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,65.1,45.9,0.286593828089865,1012.4,9.7,4,14,0,999.9,0
"100",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,56.2,50.1,-0.510972839807324,1013.4,7.4,4.8,20,0.49,999.9,0
"101",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,44.2,38.8,1.16011922626298,1013.5,7.5,9.9,28,0.01,999.9,0
"102",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,46.5,36.8,-0.0299008813931465,1010.6,9.7,3.9,17.1,0.63,999.9,0
"103",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,52.3,30.4,-1.08066331687675,1016.8,10,3.5,18.1,0.01,999.9,0
"104",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,49.9,27,0.577768960814236,1025.8,10,5.5,14,0,999.9,0
"105",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,53.9,43.9,0.0840372140207377,1026.2,10,5.6,22.9,0,999.9,0
"106",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,62.7,45.3,-0.283096648979556,1021.7,9.9,5.3,18.1,0.02,999.9,0
"107",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,55.3,39.9,-0.0552204581517875,1025.8,9.9,4.6,21,0.01,999.9,0
"108",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,60.8,55,0.15999594429666,1012.8,7.9,6.1,21,0,999.9,0
"109",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,55.5,38,-0.321076014117517,1011.7,9.3,7.6,24.1,0.11,999.9,0
"110",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,46,20.5,-1.09332310525607,1031.4,10,5.5,19,0.06,999.9,0
"111",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,47.6,29.9,0.0966970024000581,1036.3,10,6.8,22,0,999.9,0
"112",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,45.4,34.5,-0.561611993324606,1027.8,9.8,8.3,22,0,999.9,0
"113",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,52.9,41.1,0.514470018917634,1016.1,9.4,4.5,15,0,999.9,0
"114",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,56.1,31.5,0.324573193227827,1018.1,9.6,4.9,21,0,999.9,0
"115",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,57.3,29.4,1.48927372412531,1026.7,10,2.5,999.9,0,999.9,0
"116",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,57.8,27.8,-0.510972839807324,1028.5,10,4.4,20,0,999.9,0
"117",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,58.9,31.1,-1.485776545015,1025.2,10,3.5,18.1,0,999.9,0
"118",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,55,44,0.514470018917634,1023.2,9.6,4.3,17.1,0,999.9,0
"119",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,57.7,38.2,0.235954674572583,1024.9,10,4.8,999.9,0.04,999.9,0
"120",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2013,57,32.7,0.235954674572583,1029.4,10,4.5,15.9,0,999.9,0
"121",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2013,58.9,41.2,0.349892769986468,1030.2,10,2.3,999.9,0,999.9,0
"122",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2013,56.6,37.9,1.62853139629783,1029.6,10,6,21,0,999.9,0
"123",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2013,54.7,41.4,0.286593828089865,1026.5,10,4.9,18.1,0,999.9,0
"124",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2013,52.1,38.7,-0.536292416565965,1025,10,5.2,17.1,0,999.9,0
"125",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2013,55.4,44.7,0.0460578488827763,1023.6,9.5,3.6,999.9,0,999.9,0
"126",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2013,60.9,50.8,0.438511288641711,1020.6,9.9,4,999.9,0,999.9,0
"127",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2013,60.3,56.6,0.792985363262684,1017.7,6.3,4.5,999.9,1.28,999.9,1
"128",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2013,58.9,54.2,0.565109172434915,1014.3,6.4,2.9,999.9,1.76,999.9,0
"129",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2013,66.9,54,1.78044885684968,1014.3,9.2,3,15.9,0.48,999.9,0
"130",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2013,64.4,60.1,-0.435014109531402,1009.5,5.8,3.3,999.9,0.18,999.9,1
"131",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2013,62.6,45.3,-0.38437495601412,1005.9,9.4,5.4,24.1,0.92,999.9,0
"132",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2013,51.7,26.7,0.248614462951904,1015.4,10,6.6,20,0,999.9,0
"133",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2013,51.1,27.2,0.0966970024000581,1018.8,10,4.3,999.9,0,999.9,0
"134",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2013,58,39.9,-0.321076014117517,1015.4,9.7,3.3,18.1,0,999.9,0
"135",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2013,69.5,51,0.0207382721241353,1007.8,9.9,3.3,20,0,999.9,0
"136",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2013,66.4,40.2,2.33747954553978,1015.4,10,3,999.9,0,999.9,0
"137",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2013,61,46.6,-0.650230511979849,1024.6,10,2.2,999.9,0,999.9,0
"138",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2013,57.3,53.4,-0.169158553565672,1025.5,5,3.6,999.9,0.1,999.9,0
"139",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2013,65,60,1.27405732167686,1018.4,4.2,2,999.9,0.51,999.9,1
"140",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2013,75.9,65.2,1.76778906847036,1013.3,7.6,3.6,999.9,0,999.9,0
"141",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2013,71,63.4,0.15999594429666,1011.7,6.1,3.7,20,0,999.9,0
"142",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2013,71.5,66.2,2.24886102688454,1011.2,6.4,3.9,19,0,999.9,1
"143",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2013,59.6,57,1.40065520547007,1008.6,6.3,4.5,18.1,1.91,999.9,0
"144",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2013,48.1,41.7,-0.548952204945286,1013.4,9.1,7.5,29.9,0.29,999.9,0
"145",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2013,55.5,35.6,-1.29587971932519,1016.2,10,8.3,22.9,0.05,999.9,0
"146",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2013,61.7,34.9,-1.73897231260141,1022.2,10,3.3,18.1,0,999.9,0
"147",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2013,61.1,47.1,1.62853139629783,1022.2,7.1,2.3,999.9,0,999.9,1
"148",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2013,66.9,60.6,0.210635097813942,1018.3,3.2,1.6,999.9,0.52,999.9,1
"149",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2013,81,63.4,1.61587160791851,1018.5,9,3.8,999.9,0,999.9,0
"150",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2013,83,63.4,2.26152081526386,1018.4,9,3.4,999.9,0,999.9,0
"151",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2013,80.8,64.1,0.932243035435209,1015.2,9.8,3.8,999.9,0,999.9,0
"152",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2013,80.1,65.9,-0.890766491186938,1010.8,10,5.1,19,0,999.9,0
"153",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2013,72.2,67.3,1.89438695226356,1009.8,6.6,3.5,22.9,1,999.9,1
"154",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2013,66.1,45.6,0.704366844607441,1015.1,9.5,3.9,15,0.72,999.9,0
"155",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2013,66,41.7,0.527129807296954,1020.8,10,3.7,999.9,0,999.9,0
"156",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2013,63.8,53.8,0.603088537572877,1019.7,8.7,3.7,999.9,0,999.9,0
"157",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2013,61.5,59.4,2.95780917612648,1014.3,4.2,7.2,28,0.95,999.9,1
"158",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2013,64.9,58.9,0.172655732675981,1010.1,7.2,5.9,22.9,3.82,999.9,0
"159",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2013,71.7,57.6,-0.308416225738197,1019.6,10,1.7,999.9,0.48,999.9,0
"160",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2013,67.7,62.1,0.843624516779966,1020,5.1,4.2,22,0,999.9,1
"161",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2013,69.6,63.6,0.982882188952491,1005.5,5.6,4.9,26,1.47,999.9,0
"162",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2013,70.9,53.2,0.729686421366082,1007.9,9.8,6.1,24.1,0.09,999.9,0
"163",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2013,65.7,55.6,-0.283096648979556,1006.6,8.1,3.6,20,0,999.9,1
"164",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2013,59.9,53.8,1.71714991495308,1006.5,7.7,6.5,26,1.58,999.9,0
