Apr,Aug,Dec,Feb,Jan,Jul,Jun,Mar,May,Nov,Oct,Sep,Fri,Mon,Sat,Sun,Thu,Tue,Wed,year,temp,dewp,num_collisions,slp,visib,wdsp,gust,prcp,sndp,fog
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,79.7,66.9,591,1013.7,9.8,4.8,15.9,0.0,0.0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,75.1,63.6,539,1010.3,8.7,4.4,22.0,0.19,0.0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,73.7,53.4,653,1014.7,10.0,3.5,0.0,0.0,0.0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,73.9,59.9,534,1015.1,10.0,3.6,15.0,0.0,0.0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,77.0,67.0,476,1008.6,9.1,2.9,0.0,0.01,0.0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,75.8,65.3,595,1001.6,9.0,4.6,25.1,0.2,0.0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,69.6,52.5,526,1009.5,10.0,5.3,20.0,0.19,0.0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,70.8,51.2,605,1015.8,10.0,2.8,0.0,0.0,0.0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,73.5,57.3,626,1018.3,9.8,2.5,17.1,0.0,0.0,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,75.5,65.2,667,1021.6,7.8,3.3,14.0,0.0,0.0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,70.4,61.8,540,1021.3,8.0,4.7,21.0,0.36,0.0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,69.5,62.3,476,1019.2,7.5,2.2,0.0,0.1,0.0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,75.0,64.7,589,1017.5,9.4,2.9,0.0,0.02,0.0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,78.6,61.8,606,1015.9,10.0,1.4,0.0,0.0,0.0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,76.3,60.3,562,1011.8,9.8,3.1,20.0,0.0,0.0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,74.4,52.5,585,1013.1,10.0,3.6,19.0,0.0,0.0,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,73.2,51.2,601,1017.3,10.0,2.7,0.0,0.0,0.0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,76.0,52.8,538,1018.7,10.0,2.5,0.0,0.0,0.0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,77.5,56.1,512,1019.5,10.0,2.3,0.0,0.0,0.0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,77.5,56.2,604,1019.9,10.0,2.7,0.0,0.0,0.0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,74.4,64.9,491,1017.3,9.5,4.3,21.0,0.0,0.0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,72.5,66.3,572,1006.6,7.5,4.9,21.0,0.7,0.0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,70.9,52.5,625,1010.0,10.0,4.3,17.1,0.02,0.0,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,68.0,48.8,522,1013.0,10.0,4.8,17.1,0.0,0.0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,70.3,50.5,490,1015.0,10.0,3.4,15.9,0.0,0.0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,73.6,54.5,476,1011.4,10.0,3.4,0.0,0.0,0.0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,72.0,52.3,595,1011.7,10.0,3.7,0.0,0.01,0.0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,72.2,56.5,516,1012.1,9.8,3.6,0.0,0.0,0.0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,75.1,60.5,551,1014.8,10.0,1.8,0.0,0.0,0.0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,73.9,60.3,567,1017.0,9.7,2.8,14.0,0.04,0.0,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,70.6,62.7,568,1016.8,8.1,3.5,0.0,0.37,0.0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,70.4,58.2,454,1018.4,10.0,5.0,15.0,0.06,0.0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,70.7,58.4,437,1020.1,10.0,2.9,0.0,0.01,0.0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,74.3,57.8,549,1020.9,10.0,1.9,0.0,0.0,0.0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,77.7,61.6,608,1020.1,9.5,2.0,0.0,0.0,0.0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,78.5,60.9,538,1015.8,9.9,2.3,0.0,0.0,0.0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,76.4,56.2,618,1012.1,10.0,4.9,18.1,0.0,0.0,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,69.6,48.9,631,1020.4,10.0,2.8,17.1,0.0,0.0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,71.4,56.4,510,1023.9,10.0,2.5,0.0,0.0,0.0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,77.0,66.9,495,1018.5,8.5,3.0,26.0,0.0,0.0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2014,79.3,70.6,392,1015.1,9.3,2.6,0.0,0.62,0.0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2014,83.5,69.5,700,1012.1,9.9,3.6,15.9,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2014,79.4,59.5,580,1013.9,10.0,4.6,21.0,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2014,77.9,56.9,727,1020.6,10.0,1.3,0.0,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2014,78.2,67.8,647,1020.1,8.9,3.1,15.0,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2014,80.9,70.9,553,1013.6,8.4,3.8,0.0,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2014,72.6,57.5,477,1017.1,9.9,4.1,18.1,0.11,0.0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2014,70.1,52.2,598,1024.6,10.0,6.1,17.1,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2014,68.1,56.0,592,1024.3,10.0,7.1,18.1,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2014,69.4,56.7,618,1019.5,10.0,5.6,18.1,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2014,73.9,63.5,619,1013.1,10.0,4.0,17.1,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2014,70.1,52.7,730,1017.2,10.0,4.2,15.0,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2014,63.9,52.7,558,1021.4,8.6,5.2,0.0,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2014,60.9,48.3,528,1022.9,9.4,2.8,14.0,0.26,0.0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2014,62.8,43.4,610,1022.2,10.0,2.5,0.0,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2014,63.5,53.5,613,1016.7,8.3,1.7,0.0,0.03,0.0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2014,64.3,45.5,658,1016.4,10.0,2.4,0.0,0.34,0.0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2014,65.8,47.4,650,1015.4,10.0,1.8,0.0,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2014,61.6,44.5,648,1024.4,10.0,6.6,18.1,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2014,65.0,52.7,594,1025.1,9.9,3.2,18.1,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2014,70.2,65.0,515,1010.6,5.1,1.2,0.0,0.15,0.0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2014,67.3,52.7,662,1009.5,9.9,5.3,20.0,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2014,60.1,40.1,592,1024.6,10.0,2.7,14.0,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2014,64.1,52.3,566,1032.4,10.0,3.8,15.9,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2014,61.7,53.7,491,1028.9,8.6,7.4,20.0,0.02,0.0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2014,66.2,51.3,643,1022.6,10.0,4.3,15.9,0.3,0.0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2014,70.7,53.4,600,1022.3,10.0,2.7,0.0,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2014,73.1,57.4,512,1020.2,9.8,0.9,0.0,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2014,72.4,57.9,566,1014.7,9.9,1.2,0.0,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2014,68.8,57.9,589,1013.8,9.4,3.3,15.0,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2014,63.2,57.1,559,1016.5,8.4,5.2,0.0,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2014,63.5,54.1,558,1019.6,9.8,4.8,15.9,0.02,0.0,0
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2014,62.9,50.7,719,1018.1,10.0,3.6,14.0,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2014,64.2,57.1,531,1004.8,7.3,5.3,21.0,0.14,0.0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2014,53.1,34.7,505,1009.0,10.0,5.7,20.0,1.04,0.0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2014,58.6,42.1,639,1016.8,10.0,3.0,21.0,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2014,66.2,52.6,620,1016.8,10.0,3.9,17.1,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2014,66.7,53.0,639,1010.9,9.5,5.4,22.9,0.1,0.0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2014,62.6,37.8,499,1015.1,10.0,5.2,24.1,0.04,0.0,0
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2014,58.7,37.0,541,1018.6,10.0,2.6,0.0,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2014,54.9,46.5,546,1018.5,7.8,3.7,15.0,0.14,0.0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2014,54.0,41.1,473,1023.6,9.9,2.1,15.9,0.19,0.0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2014,58.7,47.7,451,1026.4,9.4,2.0,0.0,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2014,67.9,61.3,697,1022.6,7.9,3.7,15.9,0.05,0.0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2014,71.4,64.8,575,1017.1,9.0,4.4,22.0,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2014,68.8,63.8,602,1007.1,5.2,3.4,17.1,1.68,0.0,1
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2014,64.6,51.4,648,1005.6,9.7,4.0,20.0,0.12,0.0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2014,63.8,50.3,494,1003.1,10.0,4.7,19.0,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2014,53.4,34.4,483,1010.4,10.0,7.2,24.1,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2014,49.4,30.9,591,1017.8,9.8,4.0,0.0,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2014,60.2,46.2,607,1012.4,10.0,2.7,15.0,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2014,55.5,51.2,708,1012.0,7.1,6.8,22.0,0.61,0.0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2014,51.4,46.9,639,1006.3,7.1,7.3,22.9,1.23,0.0,0
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2014,54.7,43.3,669,1008.7,10.0,4.0,0.0,0.39,0.0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2014,58.1,39.2,515,1008.8,10.0,4.3,17.1,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2014,58.4,38.6,515,1003.3,9.9,6.8,26.0,0.01,0.0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2014,56.0,35.6,642,1013.5,10.0,5.4,19.0,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2014,60.6,44.0,571,1015.9,10.0,2.3,0.0,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2014,64.5,52.4,556,1011.9,9.3,3.9,0.0,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2014,52.5,40.3,626,1014.8,9.9,3.6,0.0,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2014,49.9,34.8,668,1015.1,10.0,4.3,15.0,0.0,0.0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2014,46.5,39.1,656,1009.9,8.9,7.9,24.1,0.11,0.0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2014,44.1,28.1,532,1010.4,9.9,9.4,26.0,0.29,0.0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2014,47.6,22.7,625,1018.6,10.0,6.0,24.1,0.0,0.0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2014,59.5,23.7,538,1020.0,10.0,4.4,15.0,0.0,0.0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2014,60.4,36.4,554,1018.1,10.0,4.3,17.1,0.0,0.0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2014,52.0,42.2,652,1016.9,5.9,2.6,0.0,0.12,0.0,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2014,49.0,38.5,641,1004.0,8.5,5.3,22.0,0.25,0.0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2014,41.9,24.7,543,1014.5,10.0,5.3,24.1,0.0,0.0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2014,50.0,32.0,419,1013.4,10.0,3.6,18.1,0.0,0.0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2014,51.9,32.5,560,1019.2,10.0,1.9,0.0,0.0,0.0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2014,56.4,47.7,493,1018.7,8.9,2.9,15.9,0.0,0.0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2014,59.5,52.6,546,1013.1,5.7,2.4,0.0,0.0,0.0,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2014,45.1,30.1,696,1018.0,9.9,3.0,0.0,0.0,0.0,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2014,38.6,26.0,654,1016.7,8.3,5.6,19.0,0.26,0.0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2014,37.2,17.3,529,1024.7,10.0,4.1,0.0,0.06,0.0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2014,40.0,20.4,429,1026.6,10.0,2.9,0.0,0.0,0.0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2014,43.7,38.2,666,1014.9,4.2,2.6,0.0,0.49,0.0,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2014,35.4,16.3,712,1008.3,9.9,8.5,27.0,1.08,0.0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2014,26.7,4.5,633,1021.4,10.0,6.9,21.0,0.0,0.0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2014,38.2,16.3,635,1014.6,10.0,5.7,22.9,0.0,0.0,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2014,32.3,8.1,677,1022.2,10.0,7.5,20.0,0.0,0.0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2014,34.3,11.1,512,1029.9,10.0,3.7,15.9,0.0,0.0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2014,47.4,22.2,425,1021.7,10.0,4.0,20.0,0.0,0.0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2014,60.7,53.2,722,1007.5,7.9,4.0,20.0,0.68,0.0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2014,60.0,40.4,599,1011.9,10.0,4.3,17.1,0.02,0.0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2014,42.9,30.4,742,1018.5,6.4,6.6,28.9,0.01,0.0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2014,36.3,30.3,378,1013.5,8.6,4.5,14.0,1.23,0.0,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2014,33.5,19.6,444,1020.1,10.0,5.6,21.0,0.02,0.0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2014,31.4,12.7,394,1026.1,10.0,3.1,0.0,0.0,0.0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2014,47.5,30.7,377,1021.2,10.0,3.3,0.0,0.0,0.0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,55.4,40.5,644,1020.0,9.8,5.7,18.1,0.0,0.0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,39.4,26.8,611,1033.3,9.3,8.0,22.0,0.09,0.0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,43.8,39.6,569,1021.7,5.4,6.1,21.0,0.09,0.0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,41.2,22.5,606,1026.2,10.0,5.8,21.0,0.05,0.0,0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,38.4,26.0,673,1033.7,9.4,6.1,17.1,0.0,0.0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,44.8,42.0,628,1021.4,3.0,2.6,0.0,0.68,0.0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,38.2,24.6,493,1028.6,9.1,10.4,31.1,1.09,0.0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,29.2,11.1,579,1036.7,10.0,8.9,20.0,0.04,0.0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,38.2,33.7,645,1019.3,6.3,10.4,27.0,0.53,0.0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,37.7,32.7,649,1003.7,7.0,6.6,22.9,2.01,0.0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,34.1,22.5,669,1005.5,8.8,7.3,22.0,0.09,0.0,0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,34.5,21.0,687,1013.4,10.0,6.2,15.9,0.01,1.2,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,37.5,23.7,594,1014.5,10.0,8.2,21.0,0.0,0.0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,41.0,28.3,439,1012.2,10.0,5.9,18.1,0.0,0.0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,41.6,28.7,720,1016.6,10.0,3.0,0.0,0.0,0.0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,43.2,35.2,645,1018.3,8.3,2.8,0.0,0.0,0.0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,47.4,39.7,555,1010.3,6.7,4.2,20.0,0.22,0.0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,40.7,24.2,621,1013.5,10.0,7.8,25.1,0.02,0.0,0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,36.2,21.6,652,1016.5,10.0,6.4,17.1,0.0,0.0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,31.7,19.1,505,1023.9,10.0,4.8,15.0,0.0,0.0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,32.4,23.2,409,1025.7,9.6,3.8,0.0,0.0,0.0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,37.4,31.8,566,1025.9,8.5,5.0,0.0,0.0,0.0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,44.4,41.8,732,1020.1,4.2,7.0,22.9,0.18,0.0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,45.5,44.1,519,1014.2,3.3,5.7,14.0,0.05,0.0,0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,44.9,27.6,446,1021.6,10.0,5.6,15.9,0.09,0.0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,47.7,30.1,406,1022.9,10.0,3.5,0.0,0.0,0.0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,41.4,21.6,411,1020.3,10.0,4.8,18.1,0.1,0.0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,32.5,14.6,469,1026.9,10.0,4.3,15.0,0.0,0.0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,29.4,8.5,461,1026.7,10.0,4.3,18.1,0.0,0.0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,31.4,8.1,395,1019.6,10.0,5.3,25.1,0.0,0.0,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,38.7,16.1,442,1020.5,10.0,7.0,20.0,0.0,0.0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,35.5,22.4,456,1032.6,7.6,5.0,14.0,0.0,0.0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,45.4,42.3,381,1010.6,5.8,5.1,19.0,0.89,0.0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,40.9,19.1,498,1015.5,9.7,9.7,40.0,0.12,0.0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,21.0,4.8,777,1026.7,7.3,4.2,22.0,0.0,0.0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,20.7,5.7,538,1015.9,9.7,9.5,29.9,0.05,0.0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,13.0,-6.2,573,1027.1,10.0,8.8,31.1,0.0,1.2,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,24.9,7.5,751,1019.3,8.7,7.4,21.0,0.0,0.0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,21.1,-0.3,481,1028.0,10.0,7.5,20.0,0.07,0.0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,36.9,23.7,580,1029.2,6.6,3.3,15.0,0.01,1.2,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,29.5,17.3,613,1030.6,9.8,7.3,19.0,0.35,0.0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,22.8,9.5,506,1031.1,10.0,6.4,15.0,0.0,0.0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,29.5,16.3,548,1019.8,10.0,3.6,0.0,0.0,0.0,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,33.4,14.9,563,1012.0,9.5,7.3,25.1,0.0,0.0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,22.2,1.8,495,1026.1,10.0,6.5,26.0,0.0,0.0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,39.2,27.9,496,1008.4,9.4,6.2,22.9,2.1,0.0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,37.5,20.2,500,1012.3,10.0,5.1,17.1,0.0,0.0,0
